"","g.start","sigma","r","mu","B","alpha","K","rho","lambda","Br","phi"
"23",0.163792971521616,0.0615939688403159,0.0773458560695872,0.00063636427349411,0.0990037447307259,0.785146344045643,20,0.762660178123042,0.00767457334790379,0.0976473469799384,0.0066605166438967
"24",0.179335735505447,0.133795904461294,0.022460534889251,0.000311914057936519,0.435973324417137,0.258112439478282,326,0.949865403119475,0.0158499211026356,0.0732676025759429,0.0111039882944897
"25",0.019173766579479,0.0513161154929549,0.0495481132064015,0.000452792432624847,0.113283055904321,0.836850818013772,464,0.586973918136209,0.0101448312355205,0.103301856322214,0.0173446759488434
"26",0.139100682456046,0.0399677702691406,0.0151192565914243,0.000490913668880239,0.46161559370812,0.448233492206782,203,0.928433208027855,0.0193826359277591,0.0741584284510463,0.00134789606556296
"27",0.103356001898646,0.0823408115189523,0.0669992211740464,9.73840281367302e-05,0.40147257335484,0.374280898075085,28,0.619350370718166,0.00220315349753946,0.106565545713529,0.0156889364635572
"28",0.0886625082697719,0.167165165115148,0.0153675136854872,0.000634749224642292,0.172826904174872,0.859810487367213,81,0.843465748010203,0.0120561510464177,0.0909000366507098,0.0142474602209404
"29",0.0432259756606072,0.18101458447054,0.0998189945239574,0.000308969462290406,0.195269346307032,0.463193760253489,313,0.077579251723364,0.0178841533698142,0.0341879730857909,0.00985071007627994
"30",0.0642751439008862,0.0132770793512464,0.0814751575468108,0.000597689610673115,0.242112394026481,0.843903070548549,364,0.381142402999103,0.0103109878255054,0.0316419449448586,0.00560230457223952
"31",0.177434694766998,0.152873221458867,0.0264650281053036,0.000981809770222753,0.102986874710768,0.926975378592033,347,0.586068707285449,0.0196144619351253,0.0467652754904702,0.0173406210402027
"32",0.0987137315329164,0.0800004398915917,0.024337163567543,0.000471973408944905,0.35144990014378,0.470792366540991,3,0.961756984936073,0.0143452163459733,0.11963503992185,0.00758901148103178
"33",0.0355200685560703,0.190053008915856,0.0392173433676362,0.000523249391233549,0.535188526916318,0.331823578570038,331,0.176630498142913,0.0185504491534084,0.0617897658888251,0.00114902188070118
"34",0.0403572243638337,0.0243616200517863,0.00828871999401599,0.000873296614969149,0.252538929996081,0.621394891932141,279,0.940129828173667,0.00067529811989516,0.0281566420616582,0.0133700439427048
"35",0.0497753327712417,0.0551156846806407,0.0880650528240949,0.000669043683912605,0.0671117461286485,0.616611266799737,165,0.850731492042542,0.0177512993989512,0.0896838008007035,0.0154592029005289
"36",0.145876457635313,0.078408039547503,0.0634894879069179,0.000982249718159437,0.15975952714216,0.94733683555387,233,0.84278237237595,0.0125738546159118,0.030787682980299,0.0108693078253418
"37",0.181719217123464,0.0716021873056889,0.0795618604170159,0.000184137690579519,0.474635890754871,0.344596463779453,231,0.416665361262858,0.0067003064788878,0.0660770095000043,0.000820543114095926
"38",0.100001398473978,0.0278815694153309,0.0791551170637831,0.000478746331762522,0.109072775417008,0.844701581634581,112,0.5615561127197,0.00473843750078231,0.118855009279214,0.000172513504512608
"39",0.135633997200057,0.102317877486348,0.0322891302173957,0.000555442217271775,0.443766919383779,0.792783017794136,351,0.338963774731383,0.00063739056698978,0.102170491642319,0.00214960040524602
"40",0.0906487378757447,0.106846657628194,0.0428729444276542,0.000804476100718603,0.135272793192416,0.791856174007989,285,0.0480346016120166,0.00434084188658744,0.107535044690594,0.0058441475732252
"41",0.0192840550094843,0.0358254224061966,0.0291926603298634,0.000428974477341399,0.0729630552930757,0.799351613211911,326,0.0261571840383112,0.0163816071627662,0.040963131939061,0.00152071805670857
"42",0.00999108161777258,0.158061901805922,0.0044916350627318,0.000783148114103824,0.315000626561232,0.318672011897434,390,0.730031727114692,0.0116862016543746,0.0301436109747738,0.00359805873129517
"43",0.173235029727221,0.088561615627259,0.00520895533263683,0.000392177309375256,0.0919706864049658,0.586107787501533,22,0.934577607782558,6.43075909465551e-05,0.0897999391937628,0.0163978941552341
"44",0.0053741090465337,0.0945952395442873,0.0606887343805283,0.000421671017305926,0.419917395059019,0.980204233317636,181,0.477461050031707,0.00707190494053066,0.0262346033286303,0.00332286038901657
"45",0.0440033379010856,0.125616619735956,0.0433530189096928,0.000794258343987167,0.494598601665348,0.963445327593945,457,0.47921872860752,0.0051361868204549,0.0800237175589427,0.0175087201176211
"46",0.0979604201391339,0.150470092287287,0.0721090865787119,0.000757383805001155,0.32244544448331,0.874080266454257,325,0.312698331661522,0.000160789610818028,0.118004432022572,0.00646730720065534
"47",0.0498297933489084,0.109347198437899,0.0297705637989566,0.00089827765384689,0.237392604420893,0.887052663834766,24,0.0789966622833163,0.00106598678044975,0.0890365017624572,0.019043899429962
"48",0.0262415261007845,0.12052138466388,0.0121064470149577,0.000140174428699538,0.152541672065854,0.585188449011184,438,0.0745839283335954,0.0120787408342585,0.0562333087483421,0.00466174648609012
"49",0.135757240001112,0.132442016713321,0.01593127832748,6.13702517002821e-05,0.0879714613081887,0.48109751730226,45,0.765459067886695,0.0175281095085666,0.0897152962908149,0.00793652016669512
"50",0.145795202115551,0.177942476654425,0.0412398565094918,3.90116155613214e-05,0.511418158025481,0.896230296173599,366,0.717026446945965,0.0181596932373941,0.110687892283313,0.0172808027407154
"51",0.00511381402611732,0.0533596221823245,0.0203655227320269,0.000208665264304727,0.335237505100667,0.780087287654169,443,0.542142670601606,0.0173464770196006,0.0785507122799754,0.0108649162761867
"52",0.0536064066458493,0.19312727120705,0.00511116075795144,0.00083883810415864,0.481170917465352,0.433247385022696,125,0.282957195071504,0.0127804357279092,0.0948267482034862,0.0178042398486286
"53",0.0291153283324093,0.152373401308432,0.0808456265833229,0.000221512105315924,0.13038253406994,0.683661457966082,17,0.601061456603929,0.018841584478505,0.112012882675044,0.0145153836533427
"54",0.157987223006785,0.0148712376132607,0.00717773323412985,0.000481735413894057,0.232334627490491,0.438450260204263,203,0.830823910189793,0.0104572313046083,0.0523465070454404,0.00469062283169478
"55",0.0906218562740833,0.148702268488705,0.0306706071831286,0.000970197024289519,0.106280109100044,0.30476634320803,22,0.378164675785229,0.0152608476532623,0.0726462654583156,0.0164179378515109
"56",0.0901890967041254,0.0562839827034622,0.010439098929055,0.000797821443527937,0.0804915258893743,0.511731713428162,394,0.878334166482091,0.00613060260657221,0.0348097950033844,0.0164360127411783
"57",0.0795233193784952,0.0262201540637761,0.0143994947429746,0.000915676790522411,0.376446852646768,0.837754548178054,498,0.11416687304154,0.00507594869472086,0.0300124161923304,0.00804938251152635
"58",0.0105957721825689,0.0344851630274206,0.097944308957085,0.00054127715760842,0.259644700516947,0.564382695127279,196,0.593676847638562,0.0156186193460599,0.0820937645900995,0.0197699079569429
"59",0.00804226431064308,0.126977562298998,0.0222947868518531,0.000580248904880136,0.467094446951523,0.709989767405204,351,0.429598524235189,0.016737085711211,0.107339909793809,0.0111369996517897
"60",0.0494901309255511,0.0457613602280617,0.0533658328000456,0.000175496679730713,0.256291117705405,0.724323783826549,11,0.552906628930941,0.00333462168462574,0.0642742908606306,0.0185824554972351
"61",0.0363421617541462,0.0553930945694447,0.0429725777357817,0.000660709968302399,0.513478743098676,0.813205590879079,117,0.287051655119285,0.00633669383823872,0.0224615777190775,0.000116894813254476
"62",0.133381854509935,0.0672060098964721,0.0702109204838052,9.59540461190045e-05,0.342059246334247,0.676947555970401,318,0.0565406135283411,0.000164516069926322,0.0229489466454834,0.00256883146241307
"63",0.116392813296989,0.0151112033985555,0.0200767253758386,0.000472280977061018,0.3227663066471,0.585651064757258,434,0.392800697358325,0.0149166521662846,0.0947816993389279,0.00813672865740955
"64",0.199317322811112,0.0931741318199784,0.0565464706160128,0.000608387727523223,0.483787900255993,0.866933213546872,93,0.621576869860291,0.0113248546933755,0.0812620697822422,0.0126528122043237
"65",0.124607929447666,0.0297766501549631,0.0575641889823601,0.000459146704990417,0.399469949374907,0.95706480514491,279,0.803394120186567,0.00445501908194274,0.103747890847735,0.000537236272357404
"66",0.153245727345347,0.091629949817434,0.0422357487957925,0.000891524852253497,0.116532859345898,0.6578906676732,59,0.887702174019068,0.0194717611372471,0.0778483912860975,0.00869929229840636
"67",0.175467153545469,0.150072961859405,9.37730073928833e-06,0.000695508606731892,0.486509643215686,0.417273982195184,1,0.0889367619529366,0.00538025849033147,0.0645676141418517,0.00562965316232294
"68",0.062876445800066,0.129974531847984,0.0324682232690975,0.000796686469577253,0.107160947821103,0.414832032751292,192,0.937257059151307,0.00988628821447492,0.0417251983471215,0.012051513553597
"69",0.00902668740600348,0.0142734064720571,0.0663106924388558,0.000946586274541915,0.494689502473921,0.578113024530467,357,0.122941666981205,0.0142663017706946,0.0888100653933361,0.0152803151542321
"70",0.196721363672987,0.153640320478007,0.0918864909792319,0.000202237392077222,0.181765216472559,0.96929663431365,275,0.848722942639142,0.0160476788086817,0.109571195933968,0.00370302663184702
"71",0.169943269435316,0.145234789140522,0.00102530061267316,0.000210378793301061,0.37005014969036,0.668380685674492,337,0.0069325570948422,0.0071879419637844,0.0400817604083568,0.0136975008714944
"72",0.0689547672402114,0.0258261035662144,0.0573833385016769,0.000249483496183529,0.51303221245762,0.961433442251291,414,0.330560860689729,0.0051531409425661,0.114739851448685,0.00884145549498499
"73",0.149448285857216,0.161051482707262,0.0858202334027737,5.10570092592388e-05,0.374241261347197,0.500383315200452,398,0.768111515324563,0.00854456923902035,0.0347153703728691,0.00221723237540573
"74",0.0930303798988462,0.199914414528757,0.0752061177510768,4.54060193151236e-05,0.349986062454991,0.529484406579286,495,0.876873538363725,0.00955938450526446,0.0602216398622841,0.0194278508471325
"75",0.020341152139008,0.077471856540069,0.0713341480819508,0.000500979220727459,0.178576140385121,0.339078048360534,423,0.788974292343482,0.0110624377056956,0.0619857018394396,0.0162104718666524
"76",0.0315513873938471,0.0799536714795977,0.0464169676648453,0.000635306261479855,0.35948136781808,0.952732429199386,426,0.858927945839241,0.0115790601586923,0.0317446079151705,0.0178710173536092
"77",0.145789920305833,0.188534872466698,0.0934799859533086,0.000608801063382998,0.362967515317723,0.832076694292482,96,0.180999324657023,0.0175621032575145,0.118808323708363,0.00105585693847388
"78",0.114296729583293,0.123852974921465,0.0639666334725916,0.00032057153666392,0.47741416033823,0.390398704330437,188,0.456513302633539,0.0073849688237533,0.0894632322760299,0.0175849835807458
"79",0.158833617484197,0.00698458822444081,0.0518192174378783,0.000446162428706884,0.380769255524501,0.761173711565789,314,0.473553331336007,0.00570486173965037,0.102443736214191,0.0167981714801863
"80",0.118105188803747,0.17829228178598,0.0922919338103384,0.000767486777389422,0.320909330924042,0.497305790835526,215,0.266614679945633,0.0188282129913569,0.0792065757606178,0.0146911897882819
"81",0.151286342926323,0.135633940948173,0.0660619373433292,0.000265485834795982,0.388441566564143,0.349844436219428,208,0.977179785724729,0.0020163442613557,0.0996328239841387,0.00788434829097241
"82",0.149806321691722,0.174744533095509,0.054153248295188,0.000851910481695086,0.198533611325547,0.359850288950838,310,0.537699176231399,0.00367236329242587,0.0311919466173276,0.0173744325898588
"83",0.198862087726593,0.109926697611809,0.0638672212604433,0.000178999371593818,0.25078089251183,0.658473407966085,199,0.749705930240452,0.00917591825127602,0.0413600898394361,0.00127375470940024
"84",0.118490277184173,0.142345626605675,0.0687893238384277,0.000832463205093518,0.0959160323953256,0.729681042314041,359,0.0222734699491411,0.0049155957531184,0.0644835957605392,0.0173559375852346
"85",0.134890603041276,0.132767918612808,0.0182521645678207,0.00043106848676689,0.0521843822905794,0.448685880808625,489,0.346374889137223,0.00597474485170096,0.0240915597928688,0.00256872446741909
"86",0.161807919712737,0.0499870089814067,0.0249868646729738,0.000830652285832912,0.131670672283508,0.86140462232288,79,0.167889058357105,0.0131755455071107,0.0551674559758976,0.0188784188963473
"87",0.167721179313958,0.189911836804822,0.0859790979884565,0.000940831126412377,0.53591402953025,0.351891043072101,78,0.607893655309454,0.00858894801232964,0.112784246359952,0.0113686305424199
"88",0.0783052868675441,0.00838685859926045,0.053197723114863,0.000682784049306065,0.452989968541078,0.811888461059425,24,0.430753583321348,0.000850622551515698,0.10607296301052,0.0072188923554495
"89",0.0899328412022442,0.0103611163329333,0.0682751089101657,0.000816659810487181,0.49819460704457,0.88582567544654,228,0.570349833695218,0.00259190887212753,0.0315971662802622,0.0141260372055694
"90",0.0416820811107755,0.0132617908064276,0.0559882753295824,0.00048870264319703,0.439240991324186,0.486349422426429,197,0.507443316513672,0.014750143350102,0.102313350890763,0.0143816266627982
"91",0.139338301727548,0.121999451005831,0.00914766259957105,0.000814499384257942,0.479759704740718,0.987168587278575,437,0.297079412732273,0.0179827766912058,0.0777492117183283,0.00070429100189358
"92",0.128308269800618,0.00510053257457912,0.0803237686865032,0.000536609268980101,0.291723460028879,0.930775526561774,158,0.804181835846975,0.0140631018672138,0.0256856771465391,0.00651125230360776
"93",0.159228971460834,0.000439508771523833,0.0221562890335918,0.000600163779919967,0.546596703771502,0.760597398795653,370,0.380304216872901,0.00361333226785064,0.111602869192138,0.0106459095096216
"94",0.0582749614026397,0.116096467152238,0.0605909179197624,0.000223169662058353,0.097445963951759,0.581215243029874,357,0.0379364085383713,0.000238574957475066,0.0463376613846049,0.00728043714538217
"95",0.0185612016357481,0.134927371423692,0.0878313430352137,0.000443289064802229,0.327129085967317,0.611353954474907,292,0.673175438074395,0.00063269121106714,0.106449779872783,0.0083075853344053
"96",0.125115492753685,0.0877476079855114,0.00742019540630281,0.000734990920405835,0.0700792901450768,0.744379598356318,470,0.342871949775144,0.0127354421373457,0.0750883011193946,0.0101662063132972
"97",0.074551966227591,0.00748278931714594,0.0837267089635134,0.000619790562661365,0.117920121829957,0.59818904887652,223,0.836847180733457,0.0121061507519335,0.0715776762040332,0.0105460220854729
"98",0.149527529301122,0.0585419570561498,0.0818766084033996,0.0006944913379848,0.32407625678461,0.601857301662676,22,0.0362072195857763,0.0155234080599621,0.107234196509235,0.0037964255688712
"99",0.05769347185269,0.166870955657214,0.0491375810466707,0.000495653016492724,0.114985808799975,0.631715695373714,283,0.164384391857311,0.00452781701926142,0.0817160392226651,0.017953042681329
"100",0.133986394200474,0.0361276723444462,0.0514856403693557,0.000646267961943522,0.200756766786799,0.675735702156089,177,0.127018517581746,0.0161521336948499,0.0462614393373951,0.0165373004227877
"101",0.0366748717147857,0.172309792693704,0.0523981737205759,0.000513814349891618,0.500376890948974,0.473415840417147,115,0.193634135648608,0.00817042787093669,0.020151860807091,0.0120904840389267
"102",0.0622485180851072,0.0266794422641397,0.0912375267827883,0.000900827033212408,0.390584675082937,0.326415037678089,454,0.571439200080931,0.00552247839514166,0.0683028102200478,0.00206996145658195
"103",0.0257787166163325,0.0215310413390398,0.0842685878276825,6.84577664360404e-05,0.163695876323618,0.866820329916663,427,0.624318829737604,0.0151175189483911,0.0691579720051959,0.007794568836689
"104",0.162043202994391,0.141710376972333,0.0356904259650037,0.000973559121368453,0.100858765025623,0.526146370219067,342,0.216259508393705,0.016688689738512,0.0777705611707643,0.0160766908759251
"105",0.138086827518418,0.133397794235498,0.0930539181921631,0.000493903270689771,0.239002338214777,0.811133363167755,98,0.224343356210738,0.00810585117898881,0.0445360773988068,0.017393915578723
"106",0.199820073880255,0.0944553553592414,0.0935324068646878,0.000422357795294374,0.156420794967562,0.549643106700387,10,0.268202527426183,0.0137506247591227,0.0646298604598269,0.0165766956005245
"107",0.0583885040134192,0.171417779754847,0.020375628140755,0.000686091988347471,0.117425743560307,0.716104677121621,32,0.974109285976738,0.00751864980906248,0.049163026669994,0.00334141590166837
"108",0.0412011892534792,0.0221276771277189,0.0683266369858757,0.000299923536134884,0.476425486220978,0.364552587619983,43,0.0164124742150307,0.0107081313338131,0.0688339260686189,0.00342255514115095
"109",0.0928762924857438,0.0429713974241167,0.0280637789983302,0.000579470195109025,0.364906850457191,0.947360414545983,472,0.471271286485717,0.0154386750608683,0.0704273345693946,0.00476022029295564
"110",0.0515918934717774,0.0461804400198162,0.0375277194892988,0.000898531435988843,0.500689240940847,0.682803332165349,54,0.639015902765095,0.0160717521095648,0.0462178785866126,0.00661453671287745
"111",0.00330921793356538,0.0173922316171229,0.0505888993851841,0.000934349235380068,0.108650114573538,0.594334062654525,210,0.367354331305251,0.0194398668222129,0.105323486989364,0.0190923498896882
"112",0.0689236123114824,0.172025106102228,0.0495901032816619,0.000295588894747198,0.146055332454853,0.731581745902076,43,0.249888409394771,0.0183612315077335,0.0976111881015822,0.0111341658281162
"113",0.0367739791516215,0.144380113808438,0.00122412564232945,0.000291076780995354,0.539434311515652,0.367709541867953,382,0.870626519434154,0.0130303596518934,0.0840605001710355,0.00697593205608428
"114",0.0885846285615116,0.15424085711129,0.00711616459302604,0.000628816170850769,0.271825205953792,0.44632126489887,373,0.84528401424177,0.0169620554475114,0.0615612825891003,0.0128962200740352
"115",0.178135516913608,0.0664347828365862,0.0266017659334466,0.000202506109606475,0.548720693518408,0.563939770741854,461,0.141999831190333,0.0115455610956997,0.0246987545676529,0.0168206730298698
"116",0.174231642112136,0.123278805473819,0.0733597344718874,0.000494495214195922,0.433190893218853,0.916332082473673,91,0.45886221434921,0.0115407524164766,0.0810541108995676,0.00597837355919182
"117",0.106380793312565,0.186653819493949,0.0930371863534674,0.00047168957372196,0.147088193753734,0.559158860822208,122,0.380059076705948,0.000595272583886981,0.0834134685387835,0.00548138334881514
"118",0.138666658010334,0.121727788681164,0.052976156026125,0.000954868829343468,0.49045952509623,0.26736353430897,157,0.598901356803253,0.00309999838937074,0.118348951409571,0.000431214263662696
"119",0.133203514898196,0.00250630252994597,0.0176402703626081,0.000734510441543534,0.158074940158986,0.69150959525723,64,0.404106132453308,0.00237309702206403,0.0311996977357194,0.0192305721901357
"120",0.134838143596426,0.187781393248588,0.0647996861487627,0.00028894587373361,0.524502327619121,0.750827950309031,69,0.421944490866736,0.0135781635297462,0.0207955935550854,0.000343643948435783
"121",0.0397948317229748,0.0246832828968763,0.0659525374881923,0.000388946996536106,0.522430271096528,0.490632428613026,90,0.61286237067543,0.00403990579769015,0.0786924398085102,0.00624235652852803
"122",0.146169314580038,0.0584861219394952,0.0319835026049987,0.000636811343487352,0.244603600772098,0.350708836922422,466,0.535416563274339,0.00992916242685169,0.106837876401842,0.0085693261353299
"123",0.118575338786468,0.0884952660650015,0.0626018895069137,0.000304458975093439,0.208082908834331,0.512098876235541,385,0.675511312903836,0.00642265697941184,0.110441071824171,0.0185232154978439
"124",0.0347047829069197,0.122706690710038,0.0644023366738111,0.000725359403062612,0.240236374735832,0.286413103458472,374,0.449332846794277,0.00665389304980636,0.0617063026921824,0.0026952079962939
"125",0.0144365366082639,0.172474058438092,0.0794700673082843,3.25644540134817e-05,0.0995480591198429,0.99018146796152,255,0.353579606860876,0.013940485031344,0.111264774859883,0.00317131228744984
"126",0.00320250103250146,0.000419028848409653,0.0986563845304772,0.000868851159699261,0.387759013986215,0.777047765615862,153,0.352467038435861,0.000418380661867559,0.064383926782757,0.00738700865302235
"127",0.102245318563655,0.0651087819598615,0.0688102257438004,0.00053647368052043,0.0587074821349233,0.943125861522276,171,0.818387683480978,0.00712106930557638,0.0565613966714591,0.0117466645082459
"128",0.0229963560122997,0.133197205746546,0.0284949071006849,0.000749515949748456,0.111092628631741,0.541176937462296,142,0.984570391476154,0.0047606732789427,0.062779626371339,0.00713587744627148
"129",0.0499845482409,0.0966266553848982,0.0247663238085806,0.000146159420954064,0.128402645187452,0.702724871574901,12,0.326616842998192,0.0117117520328611,0.0862643482675776,0.0117739406274632
"130",0.000381293054670095,0.0567547265440226,0.0234855176182464,0.000494432121748105,0.301404116512276,0.290969887922984,460,0.482540096156299,0.0182482787501067,0.115163587061688,0.0172107238369063
"131",0.141216919524595,0.175890818843618,0.0778356901369989,0.00028025587555021,0.346150819747709,0.780737944587599,173,0.964717670110986,0.00623634664807469,0.0212101416708902,0.0101093711098656
"132",0.0849242587108165,0.0369866300374269,0.0197343471227214,0.000751994278049097,0.0771401875652373,0.762034808751196,420,0.836928114527836,0.00684238366782665,0.0352216543443501,0.00592452341224998
"133",0.0225618600845337,0.134086159383878,0.0739759503630921,0.000898696105228737,0.152825729176402,0.711768842942547,178,0.016010110732168,0.0068627095548436,0.0740682360297069,0.0137989714648575
"134",0.133525081397966,0.129914180701599,0.0513260141247883,0.00016101473919116,0.437682149419561,0.343243056384381,389,0.87329970789142,0.00143815412651747,0.0519103007204831,0.0162507255841047
"135",0.147779949614778,0.0926604895386845,0.0172588594956324,7.09287121426314e-05,0.540054043708369,0.611569552915171,130,0.550322184571996,0.0163342473050579,0.117380482987501,0.0100981116900221
"136",0.195687691960484,0.197648056782782,0.07697050916031,0.000782675959402695,0.27181913733948,0.783447707013693,72,0.573560085613281,0.00316293493378907,0.0416513068415225,0.00986747655551881
"137",0.0637670492753386,0.185376655776054,0.0347471715416759,0.000969281163299456,0.122118315263651,0.795235689613037,105,0.944199967896566,0.0101379106007516,0.034584537432529,0.00992658514995128
"138",0.10365805090405,0.00478802123107016,0.00992781720124185,0.000277435813331977,0.195746170775965,0.521219196612947,34,0.422586048021913,0.00367232112213969,0.114088116940111,0.019880177793093
"139",0.115432345494628,0.11063016531989,0.0390496968990192,0.000745249801548198,0.0999677532352507,0.596322744444478,239,0.723153193481266,0.00234402349684387,0.0204827243508771,0.00685210375580937
"140",0.145259324647486,0.0219022938515991,0.0204361540032551,0.000580078106606379,0.415542372572236,0.682818592817057,478,0.308641978772357,0.0100362830003723,0.0356813484150916,0.0181747637595981
"141",0.0601839317474514,0.0290763301309198,0.097257622377947,0.000269662901991978,0.485245760949329,0.342713701305911,391,0.0601864224299788,0.00718510537873954,0.0413711270131171,0.002689493522048
"142",0.0388622895814478,0.159586377860978,0.0337425895268098,0.00033701511612162,0.3085274213925,0.421152711380273,25,0.484306025318801,0.00845958943944424,0.0219765593577176,0.0193331303121522
"143",0.0842134771402925,0.0981239246204496,0.0917681331979111,0.00076823709718883,0.330411614337936,0.40783561259741,320,0.0183221239130944,0.0124820253392681,0.0787617050390691,0.0060000456450507
"144",0.0492247758433223,0.133188701653853,0.08042159199249,0.000613723432412371,0.288782432163134,0.444281575561035,132,0.137716088909656,0.0147748002689332,0.107546613323502,0.00236557677388191
"145",0.0601037855725735,0.171164765115827,0.0285880129784346,2.91294942144305e-05,0.509925361326896,0.959760652913246,32,0.788552549667656,0.0119844262767583,0.02555791601073,0.00658786914311349
"146",0.163581189746037,0.0733882005792111,0.0581042352830991,0.000343807182274759,0.450466263410635,0.693220874469262,268,0.683223943691701,0.00466972453054041,0.095430583814159,0.00488837627228349
"147",0.020379705959931,0.0269561492837966,0.00774183669127524,0.000227791317040101,0.204480291414075,0.838023611111566,463,0.0387204410508275,0.0179771306924522,0.104679294098169,0.0146481032064185
"148",0.0334036500193179,0.147016515629366,0.0275712439557537,0.000566348007647321,0.277649541106075,0.655527462717146,422,0.78185252379626,0.0068531245039776,0.0487122492212802,0.0109493784140795
"149",0.0696890447288752,0.097472485806793,0.0679241972742602,0.000273392883129418,0.241685764933936,0.614045880385675,42,0.552009139675647,0.000107472301460803,0.0284549505263567,0.0145523447031155
"150",0.00903292819857597,0.191553936526179,0.0249275144888088,0.0009873971787747,0.525649027852342,0.358323386288248,255,0.449025020934641,0.0195241494849324,0.0376021240884438,0.00502000719308853
"151",0.122196824662387,0.0966312711592764,0.0507443120935932,0.000441935609327629,0.0665281712543219,0.783230226486921,123,0.821291447151452,0.0032225697580725,0.109852241869085,0.0113444132776931
"152",0.179928492754698,0.139601774094626,0.0443286409135908,0.000905794569058344,0.0544339443556964,0.285889331600629,449,0.28966532740742,0.00536510211415589,0.0787103138444945,0.00971271372865886
"153",0.129989023506641,0.0478072073776275,0.0642875497695059,0.000584312209160998,0.337230621557683,0.657882325234823,166,0.0477137481793761,0.0147412422951311,0.065192188443616,0.0188176757935435
