"","g.start","sigma","r","mu","Bc","alpha","K","rho","lambda","Br","phi","B","period"
"47",0.110835751704872,0.0733025558292866,0.0521563561633229,0.000843200827715918,0.342969811125658,0.372297741356306,10,0.499274095054716,0.0141040539927781,0.0262068807892501,0.0177058140933514,84.451168589294,0.307502471818589
"48",0.185223962552845,0.140581878414378,0.0162215274292976,7.65426368452609e-05,0.241267578396946,0.404430413269438,121,0.19241041643545,0.0188783308723941,0.0821509128483012,0.00760773173067719,62.5437997514382,0.196584549916442
"49",0.109099998045713,0.0815546974074096,0.0546561608556658,0.000590920855524018,0.524256875109859,0.424591280112509,9,0.187722494825721,0.0169591200398281,0.0723097549332306,0.0166107014147565,73.3206146862358,0.140471668469254
"50",0.0702599597163498,0.0987670188769698,0.0931835891213268,0.000645793035393581,0.287758970004506,0.677450842980761,419,0.886317954864353,0.00947778142988682,0.0322486378764734,0.0180912525067106,42.511642142199,0.202157882791944
"51",0.0669036579318345,0.0464035716373473,0.064498993428424,0.000405318083474413,0.193347245524637,0.754592534562107,417,0.689945375546813,0.0183975829044357,0.0751604630425572,0.00120560236275196,42.8762262454256,0.179955375955906
"52",0.16669963914901,0.0197480163536966,0.00226342813111842,0.000584088757866994,0.46977041377686,0.991152675240301,453,0.190303413430229,0.000736658200621605,0.112455940064974,0.0144277081778273,60.250700567849,0.187941177387256
"53",0.0822971364483237,0.134253366524354,0.0838425917550921,0.000761456873035058,0.282710544019938,0.948286389233544,437,0.336346624419093,0.01034729602281,0.07854080428835,0.000970330624841154,38.4511706419289,0.104963552178815
"54",0.0787914643995464,0.0223266706801951,0.0715493112104014,4.24394831061363e-05,0.154052346083336,0.919419084850233,480,0.356380329467356,0.00937804223503918,0.110595481172204,0.0195226523885503,65.7208340940997,0.138018251943868
"55",0.000752978073433042,0.116448217257857,0.0359195850789547,0.000917367905378342,0.395180948846973,0.952229390502907,338,0.692409245995805,0.00296605297364295,0.0721953357383609,0.000217753513716161,89.0687310369685,0.105017801371869
"56",0.0471253171097487,0.031378251966089,0.0454151738202199,0.000929297666763887,0.311244184686802,0.299400572897866,293,0.0858715702779591,0.00830579957924783,0.0891910909488797,0.005150749781169,34.9745426094159,0.102435026881285
"57",0.107020475855097,0.144505242770538,0.0278302869992331,0.000514230907894671,0.348431409639306,0.252942182472907,315,0.0926009630784392,0.0147078288719058,0.109387770276517,0.016309773940593,84.3627353431657,0.123228725437075
"58",0.020560969831422,0.0983377934899181,0.0193034700350836,1.40428310260177e-05,0.493749638972804,0.465314910863526,348,0.192716027377173,0.00378898093942553,0.0821082234429195,0.0197892222320661,49.127192189917,0.234120595878921
"59",0.194924262305722,0.10378047269769,0.0725924012251198,0.00089852176560089,0.149972678814083,0.798398600774817,2,0.90331435482949,0.0193522513145581,0.0499193211831152,0.00227110425941646,80.1837692502886,0.212101160155144
"60",0.157395438896492,0.0211641679983586,0.00368443026673049,0.000834990468574688,0.097195524442941,0.810282591264695,441,0.324675709940493,0.0199414302129298,0.0503156386129558,0.00885690224822611,21.2671648245305,0.240788487810642
"61",0.0999880718067288,0.0940901905763894,0.0765694297617301,0.000331381006166339,0.400581288337708,0.926248880801722,480,0.989635365782306,0.000479150228202343,0.0242847595410421,0.00941791381686926,82.8081577317789,0.130782572226599
"62",0.000166803086176515,0.0965264935046434,0.013246415159665,0.000112768127582967,0.536514236661606,0.577844495768659,490,0.257921972544864,0.0161335198022425,0.0722552131908014,2.99232453107834e-05,11.4656998543069,0.302112229119521
"63",0.0588932426180691,0.064998248545453,0.0593746623257175,0.000926015413366258,0.199063626187854,0.606653439754155,323,0.744031245121732,0.0186956891836599,0.09506024078466,0.00745703326538205,8.56408886611462,0.317545296296012
"64",0.145610779989511,0.00914870765991509,0.0266056900611147,0.000434466508217156,0.110544672654942,0.977225076348986,448,0.970686836633831,0.00476480113342404,0.0633915499597788,0.0100468284264207,76.5870516421273,0.225572042388376
"65",0.0862337065860629,0.0785623948089779,0.0670568527188152,0.000929390981793404,0.204401852632873,0.974082244210877,37,0.172903444850817,0.00110951338429004,0.0466736236866564,0.0102050548605621,50.586501066573,0.136747960892972
"66",0.156115677859634,0.0489200703334063,0.0261890837922692,0.000725469787139446,0.166657735430636,0.329309019492939,75,0.20256152539514,0.0164560148166493,0.0483525614300743,0.0196901333937421,22.6448812289163,0.205731889859308
"67",0.0883647190406919,0.0013665433973074,0.0124180220533162,0.000589025692315772,0.426131579978392,0.891701450862456,494,0.0797423892654479,0.00686762552708387,0.0884390771901235,0.0036970574175939,66.2336120381951,0.254109011392575
"68",0.00929647404700518,0.09345609289594,0.0979454914806411,0.000374322201590985,0.439765114057809,0.44768771645613,198,0.180948730092496,0.0136320162285119,0.057796730059199,0.001566495266743,15.316912997514,0.127998671138193
"69",0.194597928458825,0.00241715130396187,0.0341972853755578,2.92750948574394e-05,0.087412246922031,0.546110022754874,87,0.458944232435897,0.0046201553940773,0.0883102440787479,0.00362514731008559,96.7453667661175,0.205757320609409
"70",0.0517393214162439,0.0789252021815628,0.0125313852215186,0.000460829191608354,0.332835756079294,0.506167442188598,482,0.724355298792943,0.0181215957878158,0.0689792993757874,0.00583270975854248,9.09055864904076,0.181233194249216
"71",0.173957151314244,0.0626700750086457,0.0418450435390696,0.000306047475896776,0.451235763099976,0.838179370621219,97,0.914410394849256,0.0166706036264077,0.0870834657503292,0.00953143914230168,92.6131807034835,0.282992512709461
"72",0.131263497611508,0.0444745098240674,0.0726874409941956,0.000137281452305615,0.36349679257255,0.303142339165788,349,0.455525430385023,0.00409936650656164,0.0610796674899757,0.00506121195387095,25.486975396052,0.229340555751696
"73",0.134346944792196,0.110330646345392,0.0547188013559207,0.00021517776302062,0.305914919311181,0.914934282598551,462,0.0882219518534839,0.0180038982350379,0.101029780069366,0.017344548641704,83.4862655028701,0.238025235417299
"74",0.167229868797585,0.0146246039308608,0.075182218872942,0.000431919259019196,0.277147795143537,0.781804103113245,355,0.436393588315696,0.0182636189740151,0.0577605934394523,0.012079319707118,78.1024998985231,0.181861406359822
"75",0.0468476084060967,0.117272849893197,0.0431089806137607,0.000924379035132006,0.443077451037243,0.471490687166806,356,0.625270760152489,0.00384243151638657,0.10858440273907,0.00772629760205746,68.3964494382963,0.216874027762096
"76",0.018800018588081,0.181872676871717,0.0475009915418923,0.000587051717331633,0.240210759174079,0.962052506045438,422,0.229058700380847,0.0185954650770873,0.115084041706286,0.0109778204467148,53.5901270806789,0.258362868935801
"77",0.14947601556778,0.00917173959314823,0.0184382397215813,0.000326108361361548,0.468838495854288,0.709636858897284,122,0.706641414901242,0.0172589372331277,0.0884964715968817,0.0177109472127631,99.6740976814181,0.328904703652952
"78",0.125218755798414,0.0638973880559206,0.039444982772693,0.00020621300698258,0.256479236483574,0.479113084962592,395,0.601609272882342,0.00944288263097405,0.115899105444551,0.00757001657504588,64.8131537949666,0.215854091448709
"79",0.0509874458424747,0.0296307352371514,0.00254104374907911,0.000319091330980882,0.218279674835503,0.858359760488383,372,0.183860576711595,0.00944323212839663,0.106721831932664,0.00627774238120764,14.7749457741156,0.180492321925703
"80",0.136473391158506,0.11050288467668,0.0289255810435861,7.73626503068954e-05,0.514506010757759,0.310019220982213,453,0.0743690852541476,0.00613487150054425,0.116419411501847,0.0125815862510353,21.6630390146747,0.10907546602888
"81",0.156280135456473,0.0828783617820591,0.0954016175819561,8.62649921327829e-06,0.234919290943071,0.331091233354528,450,0.995352627243847,0.0188763307407498,0.0741862523183227,0.00439008828252554,78.5223286831751,0.239731853017584
"82",0.0831672552507371,0.0649768507573754,0.0796388679882511,6.89425808377564e-06,0.372364491759799,0.475436683569569,462,0.254669956862926,0.00637603644281626,0.11911820909474,0.00545198207721114,71.1688617477193,0.294868882659357
"83",0.10692828190513,0.0214002123102546,0.0280223786598071,0.000136508357711136,0.376280898065306,0.472456646850333,69,0.0159459337592125,0.0148947320785373,0.0368769190087914,0.00385502397082746,37.7445364836603,0.13341302717803
"84",0.0449481748975813,0.0120658173691481,0.0916522934567183,0.0007252028263174,0.241106140497141,0.447949122346472,350,0.684333842713386,0.0174760620342568,0.118220918304287,0.00338264154270291,83.5715586552396,0.329921507176478
"85",0.190886822203174,0.106566423736513,0.0472500923555344,4.01637181639671e-05,0.343081875424832,0.746457773027942,221,0.675499487668276,0.00416054873261601,0.0588104770798236,0.00608407058287412,89.1579487361014,0.174310346795246
"86",0.158820942556486,0.165423622587696,0.0205458928830922,5.89067339897156e-05,0.0819586597615853,0.921189688029699,453,0.891756379976869,0.00347499562427402,0.102117069186643,0.015650359573774,93.3307702885941,0.293358051278628
"87",0.0298372578807175,0.156828771717846,0.045840029604733,0.000119720302755013,0.409591869404539,0.585971685824916,444,0.14346752432175,0.0157443320890889,0.0618509016511962,0.0169245066912845,91.3136145099998,0.10113594716182
"88",0.165469535626471,0.163750089658424,0.0569183218292892,0.000608074381714687,0.159541950980201,0.466900169907603,180,0.0201334555167705,0.000169414165429771,0.0488596844533458,0.0151404263498262,16.8278305791318,0.279208657881245
"89",0.0410033218562603,0.137779268762097,0.0635200217366219,1.69278336688876e-05,0.23466845958028,0.665678018180188,5,0.64430080819875,0.0170225866232067,0.0793595275422558,0.00730781666003168,43.841831991449,0.323814866160974
"90",0.0519553928170353,0.026073308987543,0.0683301073731855,0.000191619037883356,0.2757083497243,0.587135538749862,168,0.938831538427621,0.0136624166881666,0.0785641965270042,0.0107170126587152,44.9721790850163,0.216090172904078
"91",0.0754061124753207,0.109971588337794,0.0523970916634426,5.40644442662597e-06,0.0679277702700347,0.573735610872973,498,0.871967883547768,0.0114470438100398,0.0870153064886108,0.018191677769646,13.9049098361284,0.134283220677171
"92",0.0805134027265012,0.0542858061846346,0.0751522086560726,0.000406630186829716,0.367505504121073,0.762198960990645,500,0.506841098424047,0.00415161597076803,0.0536032008053735,0.0055133136222139,47.516038781032,0.280974163962528
"93",0.191634123353288,0.199552178569138,0.0224012608174235,0.000799521737266332,0.334708843100816,0.717829499742948,456,0.943829762982205,0.00275938246864826,0.0337327287578955,0.000400422620587051,20.9755612071604,0.294218781557865
"94",0.194437538227066,0.00891279159113765,0.0140883246902376,0.000818369920598343,0.511453038151376,0.816962482291274,382,0.40615203557536,0.00714142153505236,0.109853280922398,0.000120667777955532,52.0700697321445,0.102654709238559
"95",0.115082993125543,0.147481273394078,0.0512575385859236,0.000468500040005893,0.42623014417477,0.810459498665296,313,0.31009629345499,0.00230720368213952,0.0342300008796155,0.0104005297087133,31.3374881632626,0.142661745520309
"96",0.0939328039530665,0.124853875022382,0.0588092415127903,0.00023857362405397,0.165523430635221,0.488059219089337,308,0.283621961483732,0.0110073403548449,0.108607610133477,0.0140230207098648,44.4061605259776,0.123888974729925
"97",0.169156262511387,0.0559699942357838,0.000934030744247139,0.000338086823932827,0.525844159140252,0.699376756325364,434,0.947771518025547,0.00819000468123704,0.0688630991661921,0.0100990609545261,38.9139660866931,0.103716847419273
"98",0.0299224729184061,0.187302251625806,0.00739887244999409,0.000742297273594886,0.136686523281969,0.362743001955096,330,0.566245361231267,0.0140657307300717,0.0810022315988317,0.0015972203342244,17.5589646212757,0.206925591826439
"99",0.11793729653582,0.0376535266172141,0.0875890301773325,8.25232029892504e-05,0.0728916356572881,0.713394540129229,442,0.121316869044676,0.00916032388340682,0.0668861359171569,0.0193107968056574,14.1127073904499,0.225070554870181
"100",0.115309896320105,0.188740019826218,0.0468676133081317,0.000492497361265123,0.354154961253516,0.785691376251634,362,0.634987670695409,0.00437650544103235,0.111094288160093,0.0145643424801528,29.3051321990788,0.236292202102486
"101",0.04634416596964,0.0256391148082912,0.0324384930310771,0.000569406296359375,0.463307329989038,0.647452039993368,37,0.377144947415218,0.0125918440055102,0.0713259783154353,0.0126682852767408,33.0802611773834,0.27132410107879
"102",0.121716524567455,0.120858230721205,0.0446139326551929,3.19074699655175e-05,0.500737313833088,0.55297725420678,252,0.464748460566625,0.000606147237122059,0.0978514190111309,0.0100275750271976,86.9793567806482,0.18825250106398
"103",0.131158910365775,0.0612656470388174,0.0518716661958024,0.000677441297797486,0.247625827044249,0.633671125280671,117,0.523538007633761,0.000437286570668221,0.0481502193072811,0.0110273735877126,69.1778395790607,0.301761957230046
"104",0.0160911120474339,0.0236612557433546,0.0697299276478589,0.000656997946556658,0.0939895668532699,0.779952603043057,252,0.522186937509105,0.0125702283903956,0.0825945130130276,0.0121181931905448,78.0170579673722,0.28447206288809
"105",0.185308278445154,0.128149607917294,0.0884358836337924,0.00048335030162707,0.21408658970613,0.522672849823721,321,0.593623185995966,0.00847944790497422,0.0615678504155949,0.00544021046720445,97.3758948268369,0.329093394947704
"106",0.0161539460998029,0.0570289556402713,0.0308710883371532,0.000971382322488353,0.0783613640349358,0.728445802815259,361,0.160267665516585,0.0190290029393509,0.047995824534446,0.00922479975037277,6.36567941401154,0.138535761239473
"107",0.0137025313451886,0.118707648897544,0.00836024428717792,0.000112989583518356,0.532885270379484,0.860582629335113,122,0.122208711691201,0.015333186336793,0.0319073348818347,0.00466476768720895,16.5275401435792,0.207884189859033
"108",0.0611773819662631,0.042219924274832,0.0620420393999666,0.000737294379388914,0.496303442469798,0.32075542001985,439,0.147342685144395,0.00044524110853672,0.0615805395459756,0.000163267608731985,41.2490838207304,0.232162513909861
"109",0.179924207832664,0.100614338787273,0.049395202100277,0.000255477131111547,0.248176904581487,0.900469831191003,218,0.589672593399882,0.0102804047754034,0.0512407641205937,0.0118228388484567,2.8264369815588,0.286067915286403
"110",0.127078977134079,0.106943027395755,0.0679413299076259,0.00054474738589488,0.485400592861697,0.955962084932253,209,0.635057068895549,0.00160854393616319,0.0956701621692628,0.0148881349153817,43.8781145261601,0.177047794919927
"111",0.0484385243616998,0.161163660278544,0.0660295856185257,0.000177909336518496,0.313195279287174,0.775969595822971,347,0.505586323561147,0.0141213617613539,0.0979814651003107,0.00761614688672125,6.77384652663022,0.220599615194369
"112",0.0939592944923788,0.19716890482232,0.0295982931274921,0.00055708302045241,0.338900826359168,0.930256681516767,313,0.802025418495759,0.00850363418925554,0.106577573046088,0.00638407001271844,34.8884215811267,0.304920308827423
"113",0.0496730183716863,0.104866783739999,0.0723336685216054,0.000442388707073405,0.176425873255357,0.479448750324082,389,0.293561156373471,0.00432050485163927,0.106804839828983,0.00647854348644614,70.6702871480957,0.294739271397702
"114",0.0540353229269385,0.0978286068420857,0.0201005585025996,0.000370233737165108,0.131731664598919,0.99368402431719,211,0.286058670841157,0.00795356788672507,0.0237525431020185,0.00630795676261187,20.0928672682494,0.28268119171029
"115",0.0252777554560453,0.111935948999599,0.0397340502822772,0.00040450484957546,0.544201318128035,0.534360233868938,98,0.673671924043447,0.00844803307205439,0.0201809097826481,0.00729751143604517,54.8539822688326,0.110424462340306
"116",0.183970719063655,0.116220939764753,0.0634347902843729,0.000299013532232493,0.324571685469709,0.832094693032559,344,0.450678491033614,0.00681712339632213,0.0634091695584357,0.0102297284593806,60.3916029678658,0.308937566701788
"117",0.14503783932887,0.0679031449835747,0.0703539429232478,0.000974605542840436,0.495748568396084,0.77824732195586,387,0.28028810210526,0.0138054761476815,0.117839111625217,0.00449767752550542,24.1334381978959,0.119579354373273
"118",0.107931678788736,0.0546277311164886,0.0846756440354511,0.000707666695350781,0.257670456729829,0.30038166209124,81,0.928276475518942,0.0135724269365892,0.0678502650512382,0.00404464330524206,57.8613909892738,0.198818760421127
"119",0.144984762230888,0.0439141739159822,0.0950044064084068,0.00054003853420727,0.15956774209626,0.462212130951229,172,0.757619255455211,0.00696428482886404,0.0487055834196508,0.00419755084905773,37.1411379892379,0.188352293067146
"120",0.189465955784544,0.0591434871777892,0.0601701305713505,0.00090297278854996,0.0685739808948711,0.301445281424094,209,0.213951949030161,0.0124377807695419,0.072530854428187,0.0127347480552271,14.0170977450907,0.145045049318578
"121",0.106218516128138,0.0690887252800167,0.0687244524946436,0.000167237780988216,0.129622145509347,0.926860695297364,167,0.738100922200829,0.00702825377695262,0.0712242232449353,0.000611412795260549,4.18036838527769,0.213750058026053
"122",0.105960677471012,0.0776114705950022,0.0242530991323292,0.000240555030293763,0.391877162223682,0.772274098359048,265,0.818000364582986,0.0064760202402249,0.0373766154330224,0.00447163865435869,68.1132442550734,0.225908199185506
"123",0.188265133602545,0.0878621443640441,0.0638507813215256,0.000640961510827765,0.252376315603033,0.843430568173062,411,0.4459016576875,0.0102301804814488,0.118899890109897,0.00481084262020886,32.6767671154812,0.287844721602742
"124",0.00807991288602352,0.181037667160854,0.0868162394268438,0.000617922459030524,0.457321478822269,0.893761381972581,17,0.294413580559194,0.00456573615781963,0.104554672380909,0.00928969864267856,52.7310429606587,0.161936504906043
"125",0.001270239520818,0.179835966927931,0.0621798432199284,0.000154910562792793,0.362606728170067,0.768512062728405,359,0.423225649166852,0.0173020583530888,0.0832597918389365,0.019865883034654,67.8483415860683,0.146175822752994
"126",0.166589040635154,0.1396622041706,0.0777839815476909,0.000995222445344553,0.148407363751903,0.730387340765446,386,0.880832975497469,0.0129347876086831,0.0711138886911794,0.0199238754576072,16.0941287875175,0.297214516829699
"127",0.0880779750179499,0.181060509663075,0.0260380696272478,0.000133909800322726,0.184263255749829,0.999679551809095,10,0.542412137147039,0.00165404654107988,0.0368096171692014,0.0114042034279555,19.1907634492964,0.179124489247333
"128",0.189415041776374,0.192003041179851,0.0118535052286461,3.7029709899798e-05,0.49307649997063,0.896247545431834,178,0.303296603495255,0.0191395622026175,0.0593192293820903,0.00154464761260897,35.8084137784317,0.273712407723069
"129",0.145168432639912,0.18924014819786,0.0778510635718703,0.000415855871280655,0.292646383470856,0.374055869644508,459,0.0505009163171053,0.00879095669835806,0.0308610821887851,0.0113762405142188,54.537566145882,0.312629193237517
"130",0.0274622572120279,0.165081088244915,0.0230345295742154,0.00045295469998382,0.515269542415626,0.595346945978235,271,0.767646934837103,0.0197849497431889,0.106670585745014,0.00339196218643337,85.3955220896751,0.281679005748592
